station_name,latitude,longitude
Carpenter St & 63rd St,41.779869,-87.65080958333333
Carpenter St & Huron St,41.89013141666666,-87.65092949999999
Central Ave & Chicago Ave,41.894869916666664,-87.76494008333333
Central Ave & Harrison St,41.8697425,-87.7389
Central Ave & Lake St,41.887448666666664,-87.76521249999999
Central Ave & Madison St,41.88010283333334,-87.76316058333333
Central Ave & Parker Ave,41.93,-87.77
Central Ave & Roscoe St,41.94,-87.77
Central Park & Augusta Blvd,41.9,-87.72
Central Park Ave & 24th St,41.84796433333333,-87.71498083333333
Central Park Ave & Bloomingdale Ave,41.91386758333333,-87.71602083333333
Central Park Ave & Douglas Blvd,41.86,-87.72
Central Park Ave & Elbridge Ave,41.931803333333335,-87.71693008333332
Central Park Ave & North Ave,41.88848924999999,-87.71314158333334
Central Park Ave & Ogden Ave,41.85350291666666,-87.71505975
Central Park Ave & Ohio St,41.89,-87.715
Central Park Blvd & 5th Ave,41.860065083333325,-87.70543175
Central St & Girard Ave,42.06405275,-87.68605016666666
Central St Metra,42.06111075,-87.69630433333333
Cherry Ave & Blackhawk St,41.906718,-87.65515875
Chicago Ave & Dempster St,42.041673833333334,-87.68070850000001
Chicago Ave & Sheridan Rd,42.04876733333333,-87.68042466666667
Chicago Ave & Washington St,42.032308916666665,-87.67914825
Chicago State University,41.71891575,-87.60836616666667
Christiana Ave & Lawrence Ave,41.95704091666667,-87.70962158333333
Cicero Ave & Flournoy St,41.87210975,-87.74670416666666
Cicero Ave & Grace St,41.95,-87.72999999999999
Cicero Ave & Lake St,41.88676433333333,-87.74537766666667
Cicero Ave & Quincy St,41.877292499999996,-87.74536925
Cityfront Plaza Dr & Pioneer Ct,41.8855965,-87.62906225
Claremont Ave & Hirsch St,41.90534158333333,-87.69452116666668
Clarendon Ave & Gordon Ter,41.92027183333333,-87.63240049999999
Clarendon Ave & Junior Ter,41.92703358333333,-87.6632225
Clarendon Ave & Leland Ave,41.933852,-87.64027825
Clark St & 9th St (AMLI),41.868763916666666,-87.62238633333334
Clark St & Armitage Ave,41.893943,-87.654958
Clark St & Berwyn Ave,41.95683266666667,-87.67315658333334
Clark St & Bryn Mawr Ave,41.96006975,-87.65618608333334
Clark St & Chicago Ave,41.8885145,-87.630282
Clark St & Columbia Ave,41.98480216666667,-87.67360316666667
Clark St & Drummond Pl,41.902467916666666,-87.63034608333334
Clark St & Elm St,41.886277166666666,-87.62424999999999
Clark St & Elmdale Ave,41.97312716666667,-87.65698716666667
Clark St & Grace St,41.91912683333333,-87.65562216666666
Clark St & Ida B Wells Dr,41.87518166666666,-87.63018933333333
Clark St & Jarvis Ave,42.0126695,-87.67446933333332
Clark St & Lake St,41.87666475,-87.62821758333334
Clark St & Leland Ave,41.93633333333334,-87.68711025
Clark St & Lincoln Ave,41.89047108333334,-87.62614241666667
Clark St & Lunt Ave,42.003835499999994,-87.68015825
Clark St & Montrose Ave,41.938112833333335,-87.64599666666666
Clark St & Newport St,41.91612616666667,-87.65343666666666
Clark St & North Ave,41.89890316666666,-87.62277183333333
Clark St & Randolph St,41.85646258333334,-87.61637716666667
Clark St & Schiller St,41.88728516666667,-87.62034991666667
Clark St & Schreiber Ave,41.963045666666666,-87.64541258333334
Clark St & Touhy Ave,42.008716166666666,-87.68050475
Clark St & Wellington Ave,41.91227641666667,-87.64749391666666
Clark St & Winnemac Ave,41.95495583333333,-87.65772774999999
Clark St & Wrightwood Ave,41.902281,-87.65770708333334
Clifton Ave & Armitage Ave,41.90158516666666,-87.66691750000001
Clinton St & 18th St,41.853936833333336,-87.63964691666666
Clinton St & Jackson Blvd,41.86728791666666,-87.62682891666667
Clinton St & Lake St,41.88045175,-87.63548941666667
Clinton St & Madison St,41.85578191666667,-87.64251583333333
Clinton St & Polk St,41.87133908333334,-87.64095116666667
Clinton St & Roosevelt Rd,41.838074000000006,-87.61402675
Clinton St & Tilden St,41.87279225,-87.64327041666667
Clinton St & Washington Blvd,41.87196541666667,-87.66839816666666
Clybourn Ave & Division St,41.8945075,-87.62975625
Clyde Ave & 87th St,41.737174581666665,-87.57271816666666
Columbus Dr & Randolph St,41.84741975,-87.6041305
Commercial Ave & 100th St,41.7132905,-87.55120525
Commercial Ave & 130th St,41.65954716666667,-87.60041316666667
Commercial Ave & 83rd St,41.744599333333326,-87.55127516666667
Conservatory Dr & Lake St,41.87629533333333,-87.71612458333334
Constance Ave & 95th St,41.722135787142975,-87.57898303619513
Cornell Ave & Hyde Park Blvd,41.79682383333333,-87.59459716666666
Cornell Dr & Hayes Dr,41.7805075,-87.58516408333332
Cottage Grove Ave & 111th Pl,41.69120841666667,-87.610127
Cottage Grove Ave & 43rd St,41.814947000000004,-87.60658233333334
Cottage Grove Ave & 47th St,41.809736083333334,-87.60671049999999
Cottage Grove Ave & 51st St,41.80265716666666,-87.60707891666667
Cottage Grove Ave & 63rd St,41.78033333333333,-87.60610041666666
Cottage Grove Ave & 67th St,41.773647,-87.6056105
Cottage Grove Ave & 71st St,41.76569258333333,-87.60502283333332
Cottage Grove Ave & 78th St,41.75221908333333,-87.6064035
Cottage Grove Ave & 83rd St,41.7434135,-87.60484908333333
Cottage Grove Ave & Oakwood Blvd,41.81311616666667,-87.60681625000001
DIVVY CASSETTE REPAIR MOBILE STATION,41.88100275,-87.61675841666667
Daley Center Plaza,41.84974216666667,-87.61109816666666
Damen Ave & 33rd St,41.83,-87.65
Damen Ave & 51st St,41.80088725,-87.67465066666666
Damen Ave & 59th St,41.785406916666666,-87.6739585
Damen Ave & Charleston St,41.90358258333333,-87.6683805
Damen Ave & Chicago Ave,41.882531916666665,-87.67020875
Damen Ave & Clybourn Ave,41.915274749999995,-87.66052733333333
Damen Ave & Cortland St,41.8973655,-87.66010075
Damen Ave & Coulter St,41.84888758333334,-87.67574775
Damen Ave & Cullerton St,41.84125458333334,-87.66751225
Damen Ave & Division St,41.89183183333333,-87.67388841666667
Damen Ave & Foster Ave,41.96248773562833,-87.69610685268333
Damen Ave & Grand Ave,41.881995749999994,-87.67291191666666
Damen Ave & Leland Ave,41.96425925,-87.67650791666667
Damen Ave & Madison St,41.88132041666667,-87.67578216666666
Damen Ave & Melrose Ave,41.93518791666666,-87.66674900000001
Damen Ave & Pershing Rd,41.8231485,-87.67667216666666
Damen Ave & Pierce Ave,41.88285075325,-87.6768037146
Damen Ave & Sunnyside Ave,41.94772566666667,-87.68222716666666
Damen Ave & Thomas St (Augusta Blvd),41.89559908333334,-87.664897
Damen Ave & Wabansia Ave,41.91,-87.655
Damen Ave & Walnut (Lake) St,41.88333941666667,-87.67929183333334
Damen Ave & Wellington Ave,41.919035083333334,-87.65787175
Dauphin Ave & 103rd St,41.70728991666667,-87.60768166666666
Dauphin Ave & 87th St,41.73638641666666,-87.60125475000001
Dayton St & North Ave,41.901036833333336,-87.63371933333335
Dearborn Pkwy & Delaware Pl,41.86798066666667,-87.62165391666667
Dearborn St & Adams St,41.859838833333335,-87.623086
Dearborn St & Erie St,41.88775283333334,-87.62923941666666
Dearborn St & Monroe St,41.84657583333333,-87.60986025
Dearborn St & Van Buren St,41.872667,-87.64893108333334
Delano Ct & Roosevelt Rd,41.85185691666666,-87.61981091666667
Desplaines St & Jackson Blvd,41.87105575,-87.63425883333333
Desplaines St & Kinzie St,41.883158331666664,-87.63692549999999
Desplaines St & Randolph St,41.87873166666667,-87.64649058333333
Dodge Ave & Church St,42.04857183333333,-87.6819945
Dodge Ave & Main St,42.034712,-87.69915983333334
Dodge Ave & Mulford St,42.022221083333335,-87.69952883333333
Dorchester Ave & 49th St,41.8049925,-87.59349158333333
Dorchester Ave & 63rd St,41.78033166666667,-87.5913775
Doty Ave & 111th St,41.69500547469072,-87.59872924757894
Drake Ave & Addison St,41.91783158333333,-87.6744395
Drake Ave & Montrose Ave,41.92848025,-87.67139008333334
DuSable Lake Shore Dr & Belmont Ave,41.91292991666667,-87.63482191666667
DuSable Lake Shore Dr & Diversey Pkwy,41.885190333333334,-87.62187750000001
DuSable Lake Shore Dr & Monroe St,41.840753750000005,-87.598931
DuSable Lake Shore Dr & North Blvd,41.883650583333335,-87.61954275
DuSable Lake Shore Dr & Ohio St,41.85241358333333,-87.60211266666667
DuSable Lake Shore Dr & Wellington Ave,41.90979158333333,-87.62552691666667
DuSable Museum,41.79148575000001,-87.60768958333334
Dusable Harbor,41.84715941666667,-87.5993225
East End Ave & 87th St,41.73671158333333,-87.5828055
Eastlake Ter & Rogers Ave,42.01716225,-87.66657825
Eberhart Ave & 131st St,41.657954,-87.61078475
Eberhart Ave & 61st St,41.78400716666667,-87.61330941666667
Eberhart Ave & 91st St,41.72960741666667,-87.58086816666668
Eckhart Park,41.89075483333333,-87.65130333333333
Eggleston Ave & 69th St,41.768894833333334,-87.63609641666667
Eggleston Ave & 92nd St,41.72730408333334,-87.63491008333332
Elizabeth (May) St & Fulton St,41.88100516666667,-87.64913283333334
Elizabeth St & 47th St,41.80833608333333,-87.65650366666667
Elizabeth St & 59th St,41.7865905,-87.65585708333333
Elizabeth St & 92nd St,41.72671,-87.65428866666667
Ellis Ave & 53rd St,41.79531741666666,-87.60212583333333
Ellis Ave & 55th St,41.790022,-87.601306
Ellis Ave & 58th St,41.78765033333333,-87.60120225
Ellis Ave & 60th St,41.772656999999995,-87.57886375
Ellis Ave & 83rd St,41.744024333333336,-87.59926416666667
Elmwood Ave & Austin St,42.019432914999996,-87.69576691500001
Elston Ave & Cortland St,41.91516433333334,-87.66020558333332
Elston Ave & George St,41.93,-87.67
Elston Ave & Henderson St,41.94,-87.695
Elston Ave & Wabansia Ave,41.91080916666667,-87.65707025
Emerald Ave & 28th St,41.825413,-87.61560691666666
Emerald Ave & 31st St,41.8327785,-87.64437641666666
Evans Ave & 75th St,41.7562245,-87.60586441666666
Evanston Civic Center,42.05674958333333,-87.68653233333333
Ewing Ave & Burnham Greenway,41.71265058333333,-87.5345915
Exchange Ave & 79th St,41.75163066666667,-87.55292908333334
Fairbanks Ct & Grand Ave,41.850441000000004,-87.60372925
Fairbanks St & Superior St,41.86060941666666,-87.60931691666667
Fairfield Ave & 44th St,41.81,-87.655
Fairfield Ave & Roosevelt Rd,41.86638241666667,-87.70554375
Federal St & Polk St,41.84151933333334,-87.60882483333333
Field Blvd & South Water St,41.85373916666667,-87.60729083333334
Field Museum,41.837791583333335,-87.60273541666666
Financial Pl & Ida B Wells Dr,41.872305833333336,-87.64113375
Fort Dearborn Dr & 31st St,41.823205083333335,-87.59718341666667
Francisco Ave & 47th St,41.81,-87.7
Francisco Ave & Bloomingdale Ave,41.91,-87.695
Francisco Ave & Foster Ave,41.96612416666666,-87.67321791666666
Francisco Ave & Hollywood Ave,41.98,-87.695
Francisco Ave & Montrose Ave,41.96,-87.67
Franklin St & Adams St (Temp),41.87687721236673,-87.63198225366975
Franklin St & Chicago Ave,41.87390008333333,-87.63712841666667
Franklin St & Illinois St,41.887945083333335,-87.63559033333334
Franklin St & Jackson Blvd,41.87341689461667,-87.65461448706667
Franklin St & Lake St,41.87212091666667,-87.63038616666667
Franklin St & Monroe St,41.87780466666667,-87.62900733333333
Glenwood Ave & Morse Ave,41.970212333333336,-87.66446741666667
Glenwood Ave & Touhy Ave,41.996102833333325,-87.67023925000001
Green St & Madison St,41.870267,-87.63470491666666
Green St & Randolph St,41.875540083333334,-87.66848083333333
Greenview Ave & Diversey Pkwy,41.913774733815615,-87.64620825874457
Greenview Ave & Fullerton Ave,41.90987391666667,-87.6449255
Greenview Ave & Jarvis Ave,42.013991833333336,-87.66837483333333
Greenwood Ave & 47th St,41.804643999999996,-87.59862258333334
Greenwood Ave & 79th St,41.75114283333333,-87.59771358333333
Greenwood Ave & 91st St,41.728264134081364,-87.59729881106568
Greenwood Ave & 97th St,41.71864816666667,-87.59702974999999
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),41.889928749999996,-87.68021741666666
Hale Ave & 107th St,41.69912158333334,-87.66889391666666
Halsted & 63rd - Kennedy-King Vaccination Site,41.77934441666667,-87.64458124999999
Halsted St & 104th St,41.705148916666666,-87.64246925
Halsted St & 111th St,41.69226891666666,-87.6426675
Halsted St & 18th St,41.857084916666665,-87.64974883333333
Halsted St & 18th St (Temp),41.85768925,-87.65053458333333
Halsted St & 21st St,41.85364516666667,-87.64648016666666
Halsted St & 35th St,41.821805749999996,-87.61867724999999
Halsted St & 37th St,41.826809335,-87.64583575
Halsted St & 47th Pl,41.80811466666666,-87.64566366666668
Halsted St & 51st St,41.80154233333333,-87.65178308333333
Halsted St & 56th St,41.79292964599,-87.6449900565
Halsted St & 59th St,41.787539,-87.644874
Halsted St & 63rd St,41.779355085,-87.64462575
Halsted St & 69th St,41.76899402682667,-87.64462387228333
Halsted St & 73rd St,41.761603,-87.644001
Halsted St & 78th St,41.752477666666664,-87.64375966666667
Halsted St & 96th St,41.7198135,-87.63150983333333
Halsted St & Archer Ave,41.84444908333333,-87.65224125
Halsted St & Clybourn Ave,41.88877575,-87.6303585
Halsted St & Dickens Ave,41.89084258333334,-87.64392875
Halsted St & Maxwell St,41.8647005,-87.64705583333333
Halsted St & North Branch St,41.89700591666667,-87.64548616666667
Halsted St & Polk St,41.864016166666666,-87.65400275
Halsted St & Roosevelt Rd,41.86725683333333,-87.64979958333333
Halsted St & Roscoe St,41.91491233333333,-87.63108408333332
Halsted St & Willow St,41.90190633333333,-87.64711274999999
Halsted St & Wrightwood Ave,41.912033083333334,-87.64048008333333
Hamlin Ave & 62nd Pl,41.78,-87.72
Hampden Ct & Diversey Ave,41.93,-87.63499999999999
Harding Ave & 26th St,41.84,-87.72
Harlem & Irving Park,41.95,-87.81
Harlem Ave & Grace St,41.95,-87.81
Harper Ave & 59th St,41.78763824999999,-87.58894591666666
Hegewisch Metra Station,41.594291999999996,-87.54812725
Hermitage Ave & Polk St,41.87028083333333,-87.6744
Homan Ave & Fillmore St,41.87,-87.71
Homewood Ave & 115th St,41.684558833333334,-87.67085183333333
Honore St & Division St,41.8785585,-87.67552241666667
Houston Ave & 92nd St,41.7281695,-87.54955899999999
Hoyne Ave & 34th St,41.83,-87.68
Hoyne Ave & 47th St,41.807411083333335,-87.67716341666667
Hoyne Ave & Balmoral Ave,41.9675835,-87.66307266666666
Humboldt Blvd & Armitage Ave,41.90359825,-87.67955291666667
Indiana Ave & 103rd St,41.7071375,-87.618256
Indiana Ave & 133rd St,41.65,-87.58000000000001
Indiana Ave & 26th St,41.835066499999996,-87.610501
Indiana Ave & 31st St,41.830085499999996,-87.60950133333333
Indiana Ave & 40th St,41.81867733333333,-87.62133916666667
Indiana Ave & Roosevelt Rd,41.838224499999995,-87.60483241666667
Jefferson St & Monroe St,41.8750705,-87.64097325
Jeffery Blvd & 67th St,41.77329075,-87.57699916666667
Jeffery Blvd & 71st St,41.766400583333336,-87.57657474999999
Jeffery Blvd & 76th St,41.757111617343334,-87.57586184601666
Karlov Ave & Madison St,41.880810249999996,-87.72782366666667
Kedzie Ave & 104th St,41.7,-87.69
Kedzie Ave & 110th St,41.692346916666665,-87.70096558333333
Kedzie Ave & 21st St,41.85342358333334,-87.70513458333333
Kedzie Ave & 24th St,41.848146472455,-87.70345303956667
Kedzie Ave & 48th Pl,41.8,-87.7
Kedzie Ave & 52nd St,41.8,-87.7
Kedzie Ave & 57th St,41.79,-87.695
Kedzie Ave & Bryn Mawr Ave,41.97840724833333,-87.70629641666667
Kedzie Ave & Chicago Ave,41.89005016666667,-87.70915016666666
Kedzie Ave & Foster Ave,41.975484081666664,-87.70908750166666
Kedzie Ave & George St,41.93,-87.705
Kedzie Ave & Harrison St,41.87255908333333,-87.71504825
Kedzie Ave & Lake St,41.88446275,-87.70643483333333
Kedzie Ave & Leland Ave,41.961477083333335,-87.67643675
Kedzie Ave & Milwaukee Ave,41.9086205,-87.680823
Kedzie Ave & Palmer Ct,41.905186916666665,-87.67438741666666
Kedzie Ave & Roosevelt Rd,41.86646147419333,-87.70665683785
Keeler Ave & Roosevelt Rd,41.87,-87.725
Kenneth Ave & 50th St,41.8,-87.725
Kenosha & Wellington,41.93,-87.72
Kenton Ave & Madison St,41.88014016666666,-87.74076966666667
Keystone Ave & Fullerton Ave,41.92198608333333,-87.72857516666667
Keystone Ave & Montrose Ave,41.958796416666665,-87.72605441666667
Kilbourn & Belden,41.92,-87.725
Kilbourn & Roscoe,41.94,-87.735
Kilbourn Ave & Irving Park Rd,41.95358783333333,-87.74214791666667
Kilbourn Ave & Milwaukee Ave,41.946670166666664,-87.73971416666666
Kildare Ave & 26th St,41.84,-87.73
Kildare Ave & 47th St,41.81,-87.72
Kildare Ave & 55th St,41.79,-87.725
Kildare Ave & Chicago Ave,41.9,-87.73
Kildare Ave & Division St,41.9,-87.725
Kildare Ave & Montrose Ave,41.96099641666666,-87.73564999999999
Kilpatrick Ave & Grand Ave,41.91,-87.72
Kilpatrick Ave & Parker Ave,41.93,-87.74
Kimball Ave & Belmont Ave,41.934224416666666,-87.69737175
Kimbark Ave & 53rd St,41.77911408333333,-87.57261349999999
Kingsbury St & Erie St,41.885817083333336,-87.64642491666666
Kingsbury St & Kinzie St,41.88511458333333,-87.63990341666667
Knox Ave & Montrose Ave,41.94395675,-87.71294066666667
Komensky Ave & 31st St,41.84,-87.73
Komensky Ave & 55th St,41.79,-87.72
Kosciuszko Park,41.928503666666664,-87.72344991666667
Kostner Ave & 63rd St,41.78,-87.725
Kostner Ave & Adams St,41.87788491666666,-87.736047
Kostner Ave & Lake St,41.885816250000005,-87.73544941666667
Kostner Ave & Wrightwood Ave,41.93,-87.735
LaSalle Dr & Huron St,41.88863108333334,-87.6278695
LaSalle St & Adams St,41.87328566666667,-87.62093916666666
LaSalle St & Illinois St,41.88203941666667,-87.62436775
LaSalle St & Jackson Blvd,41.87593083333333,-87.62944300000001
LaSalle St & Washington St,41.84667116666667,-87.61003566666668
Laflin St & Cullerton St,41.84898858333334,-87.66124275
Lake Park Ave & 35th St,41.82721495107833,-87.6037553473
Lake Park Ave & 47th St,41.80477141666667,-87.58650991666667
Lake Park Ave & 53rd St,41.78693625,-87.57720441666666
Lake Park Ave & 56th St,41.78976891666667,-87.59528316666666
Lake Shore Dr & Belmont Ave,41.91165291666667,-87.62677141666666
Lake Shore Dr & Diversey Pkwy,41.92941408333333,-87.6376555
Lake Shore Dr & Monroe St,41.85161316666667,-87.60761991666666
Lake Shore Dr & North Blvd,41.876483583333325,-87.62125133333333
Lake Shore Dr & Ohio St,41.85130383333333,-87.60098016666666
Lake Shore Dr & Wellington Ave,41.914622916666666,-87.63614966666667
Lakefront Trail & Bryn Mawr Ave,41.942480749999994,-87.63868541666668
Lakefront Trail & Wilson Ave,41.95907725,-87.64559766666667
Lakeview Ave & Fullerton Pkwy,41.9063405,-87.62621358333334
Lamon Ave & Armitage Ave,41.92,-87.75
Lamon Ave & Belmont Ave,41.94,-87.75
Lamon Ave & Chicago Ave,41.9,-87.75
Laramie Ave & Gladys Ave,41.87580833333333,-87.75527825
Laramie Ave & Kinzie St,41.8861975,-87.72237391666667
Laramie Ave & Madison St,41.88018891666667,-87.7554015
Larrabee St & Armitage Ave,41.903474001666666,-87.63404025
Larrabee St & Division St,41.88175108333333,-87.63365575
Larrabee St & Kingsbury St,41.89221416666666,-87.6447615
Larrabee St & Menomonee St,41.900385,-87.62832075
Larrabee St & North Ave,41.89550175,-87.63921808333333
Larrabee St & Oak St,41.89112782994833,-87.66495715046668
Larrabee St & Webster Ave,41.89573675,-87.63048141666667
Latrobe Ave & Chicago Ave,41.89465758333333,-87.75687675
Lavergne & Fullerton,41.92,-87.75
Lavergne Ave & 46th St,41.81,-87.75
Lavergne Ave & Division St,41.9,-87.745
Lawler Ave & 50th St,41.8,-87.74000000000001
Lawndale Ave & 111th St,41.69127458333334,-87.71289075
Lawndale Ave & 16th St,41.86,-87.72
Lawndale Ave & 30th St,41.84,-87.66499999999999
Leamington Ave & Hirsch St,41.91,-87.75
Leavitt St & Addison St,41.92890366666667,-87.65735283333333
Leavitt St & Archer Ave,41.82866366666667,-87.68067466666668
Leavitt St & Armitage Ave,41.90994066666667,-87.673447
Leavitt St & Belmont Ave,41.92153533333334,-87.67080949999999
Leavitt St & Chicago Ave,41.892287499999995,-87.66344749999999
Leavitt St & Division St,41.898068,-87.66709
Leavitt St & Lawrence Ave,41.95343791666667,-87.67525608333334
Leavitt St & North Ave,41.900877016665305,-87.6621820104599
Lincoln Ave & Addison St,41.9400315,-87.66702875
Lincoln Ave & Balmoral Ave,41.98,-87.675
Lincoln Ave & Belle Plaine Ave,41.946895166666664,-87.69388233333333
Lincoln Ave & Belmont Ave,41.92350633333333,-87.65145433333333
Lincoln Ave & Diversey Pkwy,41.909849,-87.6528835
Lincoln Ave & Fullerton Ave,41.9068215,-87.63659416666667
Lincoln Ave & Peterson Ave,41.99,-87.705
Lincoln Ave & Roscoe St,41.927059166666666,-87.68268608333332
Lincoln Ave & Sunnyside Ave,41.945600999999996,-87.69344725
Lincoln Ave & Waveland Ave,41.93781841666667,-87.66293508333334
Lincoln Ave & Winona St,41.95295775,-87.66834866666667
Lincoln Park Conservatory,41.90758199999999,-87.63550425
Lincolnwood Dr & Central St,42.060759,-87.71386625
Lockwood Ave & Wrightwood Ave,41.93,-87.755
Logan Blvd & Elston Ave,41.923134833333336,-87.66043566666667
Long & Irving Park,41.95,-87.76
Long Ave & Belden Ave,41.92,-87.76
Long Ave & Belmont Ave,41.94,-87.76
